"name";"state";"Women";"American Indian / Alaska Native";"Asian";"Black";"Hispanic";"Native Hawaiian / Pacific Islander";"White";"Two Or More Races";"Unknown";"Non-Resident Foreign";"Total Minority";"total_enrollment";"early_career_pay";"mid_career_pay";"make_world_better_percent";"stem_percent";"type";"degree_length";"room_and_board";"in_state_tuition";"in_state_total";"out_of_state_tuition";"out_of_state_total";"On Campus";"Off Campus"
"State University of New York at Stony Brook";"New York";12022;33;4631;1459;2258;26;9703;461;1887;4149;8868;24607;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"California State University at Los Angeles";"California";14269;26;3748;1041;13881;70;2215;433;1078;1996;19199;24488;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Columbus State Community College";"Ohio";13150;89;774;4746;1030;29;15378;895;1209;298;7563;24448;NA;NA;NA;NA;"Public";"2 Year";NA;4638;4638;9591;9591;NA;15609
"Long Beach City College";"California";13303;53;2753;3329;13214;175;3561;1043;120;155;20567;24403;NA;NA;NA;NA;"Public";"2 Year";NA;1418;1418;10628;10628;NA;21418
"DeVry University of Illinois";"Illinois";13265;122;877;5026;2847;89;10537;248;4039;435;9209;24220;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"El Camino College";"California";12487;35;3150;3884;11979;120;3212;1069;170;588;20237;24207;NA;NA;NA;NA;"Public";"2 Year";NA;1419;1419;9519;9519;NA;NA
"San Diego Mesa College";"California";12497;89;3833;1571;8022;155;7819;1424;436;810;15094;24159;NA;NA;NA;NA;"Public";"2 Year";NA;1418;1418;8048;8048;NA;20530
"Nova Southeastern University";"Florida";16836;42;1491;5374;6150;13;7942;428;1739;969;13498;24148;50200;89800;60;9;"Private";"4 Year";13250;30900;44150;30900;44150;50597;58549
"University of Oregon";"Oregon";12597;162;1280;482;2042;99;15039;1328;529;3135;5393;24096;51800;95800;46;13;"Public";"4 Year";12963;11898;24861;35478;48441;27366;25476
"Oakland Community College";"Michigan";13584;103;782;5821;694;51;14115;647;839;979;8098;24031;NA;NA;NA;NA;"Public";"2 Year";NA;2960;2960;5540;5540;NA;15612
"California State Polytechnic University at Pomona";"California";10631;47;5733;782;9052;63;4966;918;1170;1235;16595;23966;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University of Akron";"Ohio";11697;43;578;2806;554;17;17240;699;635;1390;4697;23962;NA;NA;NA;NA;"Public";"4 Year";12200;11463;23663;17750;29950;NA;NA
"Western Michigan University";"Michigan";12214;106;388;2634;1117;28;16843;696;248;1854;4969;23914;50900;92200;47;16;"Public";"4 Year";10143;12483;22626;15373;25516;26009;26009
"DePaul University";"Illinois";12650;19;1777;2123;3388;37;12871;795;1408;1381;8139;23799;55700;102900;43;15;"Private";"4 Year";14235;39975;54210;39975;54210;57678;57678
"University of Virginia";"Virginia";12825;37;2392;1309;1242;11;14611;882;1235;2013;5873;23732;NA;NA;NA;NA;"Public";"4 Year";11590;17564;29154;48465;60055;NA;NA
"City College of San Francisco";"California";12480;59;7972;1954;5627;166;5409;1082;463;878;16860;23610;NA;NA;NA;NA;"Public";"2 Year";NA;1414;1414;8644;8644;NA;21640
"Des Moines Area Community College";"Iowa";12463;88;845;1440;1509;14;17859;574;1012;185;4470;23526;NA;NA;NA;NA;"Public";"2 Year";7302;4710;12012;9420;16722;14992;16740
"Sacramento City College";"California";13201;131;4578;2883;6858;287;6405;1396;427;352;16133;23317;NA;NA;NA;NA;"Public";"2 Year";NA;1416;1416;9546;9546;NA;20490
"University of Phoenix-California";"California";11938;73;950;2519;5578;407;3841;1440;8035;414;10967;23257;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18832
"California State University at Fresno";"California";13480;82;3424;822;10049;54;5645;671;1289;1143;15102;23179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Santa Rosa Junior College";"California";12698;175;1127;600;7089;85;12747;1151;132;38;10227;23144;NA;NA;NA;NA;"Public";"2 Year";NA;1430;1430;10460;10460;NA;21276
"City University of New York Hunter College";"New York";15648;40;4645;2510;5623;133;8544;378;0;1239;13329;23112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Georgia Institute of Technology";"Georgia";6969;16;3583;1298;1290;18;11094;683;176;4951;6888;23109;NA;NA;NA;NA;"Public";"4 Year";11884;12424;24308;33020;44904;NA;NA
"De Anza College";"California";11187;33;7956;784;6081;88;4774;1072;206;2110;16014;23104;NA;NA;NA;NA;"Public";"2 Year";NA;1515;1515;8940;8940;NA;21505
"University of Texas at Dallas";"Texas";9991;42;4605;1199;2956;29;7674;713;425;5452;9544;23095;NA;NA;NA;NA;"Public";"4 Year";11532;13034;24566;36876;48408;NA;NA
"University of Texas at El Paso";"Texas";12457;53;209;636;18357;27;1978;135;148;1536;19417;23079;NA;NA;NA;NA;"Public";"4 Year";5040;7998;13038;22529;27569;NA;NA
"University of California at Santa Barbara";"California";11878;45;4106;472;5366;24;8854;1732;689;1763;11745;23051;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Macomb Community College";"Michigan";12139;125;832;2711;512;29;15913;371;2106;315;4580;22914;NA;NA;NA;NA;"Public";"2 Year";NA;3270;3270;7380;7380;NA;17062
"Community College of Baltimore County";"Maryland";13867;96;1221;8800;1012;54;9960;782;105;857;11965;22887;NA;NA;NA;NA;"Public";"2 Year";NA;4896;4896;11736;11736;NA;22111
"University of Colorado at Denver";"Colorado";12898;91;1755;889;3243;29;12699;765;1585;1735;6772;22791;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Middle Tennessee State University";"Tennessee";12327;71;589;4407;917;22;14973;647;175;928;6653;22729;46500;81100;52;9;"Public";"4 Year";9436;9206;18642;28364;37800;22964;22964
"Mesa Community College";"Arizona";11514;855;897;1409;5261;96;11467;465;1734;527;8983;22711;NA;NA;NA;NA;"Public";"2 Year";NA;2565;2565;9795;9795;NA;19622
"University of Delaware";"Delaware";12757;17;1018;1232;1461;21;16007;576;339;2009;4325;22680;58600;105400;43;22;"Public";"4 Year";12862;13680;26542;34310;47172;29342;29342
"Everest University -South Orlando Campus (Fla.)";"Florida";17634;212;76;10830;1221;98;7741;892;1465;0;13329;22535;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University of Mississippi";"Mississippi";12625;64;429;3178;610;23;16882;471;53;793;4775;22503;48500;89100;55;12;"Public";"4 Year";10696;8660;19356;24614;35310;25436;25436
"Eastern Michigan University";"Michigan";13362;52;565;4059;830;15;14859;704;562;755;6225;22401;47300;86700;50;6;"Public";"4 Year";9854;13959;23813;13959;23813;26196;26706
"Nassau Community College";"New York";11276;56;1470;5036;5126;83;9210;3;1122;268;11774;22374;NA;NA;NA;NA;"Public";"2 Year";NA;5880;5880;11230;11230;NA;25410
"Fresno City College";"California";11653;133;3213;1392;11534;41;5075;559;354;6;16872;22307;NA;NA;NA;NA;"Public";"2 Year";NA;1420;1420;9160;9160;NA;18574
"Towson University";"Maryland";13813;33;1049;3456;1196;26;13974;813;1194;544;6573;22285;51200;91200;47;15;"Public";"4 Year";13034;9940;22974;23208;36242;26834;26834
"Boise State University";"Idaho";12120;132;436;357;2149;71;16919;697;650;816;3842;22227;50100;86400;55;14;"Public";"4 Year";10692;7694;18386;23776;34468;23076;22118
"Clemson University";"South Carolina";10160;41;389;1347;593;14;16876;465;563;1569;2849;21857;NA;NA;NA;NA;"Public";"4 Year";10832;14970;25802;36724;47556;31270;31270
"Missouri State University";"Missouri";12732;133;308;820;692;28;17456;613;404;1362;2594;21816;NA;NA;NA;NA;"Public";"4 Year";8755;7452;16207;15342;24097;NA;NA
"Orange Coast College";"California";10394;52;4312;346;7394;63;7349;933;370;956;13100;21775;NA;NA;NA;NA;"Public";"2 Year";NA;1438;1438;9568;9568;NA;21103
"Cerritos College";"California";11906;549;1902;1154;14892;104;1602;343;1065;163;18944;21774;NA;NA;NA;NA;"Public";"2 Year";NA;1438;1438;9688;9688;NA;20730
"Cornell University";"New York";10507;64;3129;1059;1994;15;8599;762;1673;4384;7023;21679;NA;NA;NA;NA;"Private";"4 Year";14816;55188;70004;55188;70004;73904;73904
"Metropolitan State College of Denver";"Colorado";11705;140;764;1282;4576;57;13111;818;816;110;7637;21674;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University of Louisville";"Kentucky";11118;34;749;2247;813;14;16243;784;60;617;4641;21561;49500;87600;50;18;"Public";"4 Year";9226;11656;20882;27278;36504;27980;28154
"Colorado Technical University Online";"Colorado";13569;264;199;7806;1372;114;9507;811;1475;10;10566;21558;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Northwestern University";"Illinois";10109;22;2865;1058;1662;12;10394;702;1502;3337;6321;21554;63400;115400;46;20;"Private";"4 Year";16626;54567;71193;54567;71193;74649;74649
"University of California at Riverside";"California";10936;39;7044;920;7120;75;3550;791;320;1639;15989;21498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Thomas Edison State University";"New Jersey";10430;135;839;3153;1807;138;11979;350;2872;222;6422;21495;NA;NA;NA;NA;"Public";"4 Year";NA;7519;7519;9967;9967;NA;14889
"Syracuse University";"New York";11592;131;1354;1656;1855;19;11258;494;736;3989;5509;21492;NA;NA;NA;NA;"Private";"4 Year";15550;51853;67403;51853;67403;70636;70636
"Wake Technical Community College";"North Carolina";11813;105;595;5222;1798;28;10744;628;683;1581;8376;21384;NA;NA;NA;NA;"Public";"2 Year";NA;2610;2610;8370;8370;NA;18290
"Johns Hopkins University";"Maryland";11109;35;2919;1419;1498;27;10176;690;838;3770;6588;21372;67200;117100;57;31;"Private";"4 Year";15836;54240;70076;54240;70076;71901;67715
"Georgia State University Õs Perimeter College";"Georgia";12458;50;2021;8804;1792;25;6573;744;241;1121;13436;21371;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Columbia Southern University";"Alabama";8406;173;629;5373;1248;44;11663;561;1652;16;8028;21359;NA;NA;NA;NA;"For Profit";"4 Year";NA;6785;6785;6785;6785;NA;16503
"San Antonio College";"Texas";12450;63;602;1341;12506;33;5949;667;21;98;15212;21280;NA;NA;NA;NA;"Public";"2 Year";NA;2720;2720;13730;13730;NA;20830
"Saint Louis Community College at Forest Park";"Missouri";12578;65;739;6960;606;29;11663;705;173;278;9104;21218;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University of Memphis";"Tennessee";12572;53;625;7135;757;26;10801;630;406;626;9226;21059;47200;85800;55;12;"Public";"4 Year";9975;9701;19676;21413;31388;25423;25423
"Los Angeles Pierce College";"California";11357;40;2307;1240;9769;36;6065;641;743;193;14033;21034;NA;NA;NA;NA;"Public";"2 Year";NA;1404;1404;8934;8934;NA;21164
"University of Texas-Pan American";"Texas";11866;9;310;149;18694;16;760;74;456;547;19252;21015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"James Madison University";"Virginia";12428;31;889;863;1043;39;16110;709;676;495;3574;20855;57400;102600;42;12;"Public";"4 Year";10092;12016;22108;28416;38508;27356;27356
"Ball State University";"Indiana";12538;26;215;1378;692;24;16267;411;849;793;2746;20655;45600;83700;48;7;"Public";"4 Year";10234;9896;20130;26468;36702;24550;24550
"University of Toledo";"Ohio";10295;36;594;2455;836;15;13798;480;724;1688;4416;20626;51800;92500;52;21;"Public";"4 Year";11434;9795;21229;19133;30567;28423;26453
"Illinois State University";"Illinois";11549;24;434;1454;1711;18;15968;478;103;425;4119;20615;51200;95000;47;10;"Public";"4 Year";9850;14516;24366;26040;35890;29758;30548
"Northern Illinois University";"Illinois";10442;30;984;2825;2531;22;12318;569;242;1090;6961;20611;53000;95500;47;20;"Public";"4 Year";10880;12262;23142;12262;23142;29117;29117
"Central Texas College";"Texas";9797;210;606;5579;4126;315;8264;528;872;47;11364;20547;NA;NA;NA;NA;"Public";"2 Year";5040;2700;7740;7050;12090;13444;13816
"Oakland University";"Michigan";11927;79;955;1601;565;17;15136;492;1024;650;3709;20519;51300;93300;49;19;"Public";"4 Year";10100;12606;22706;24230;34330;25524;24298
"Georgia Southern University";"Georgia";10716;89;280;5249;1235;22;12516;383;386;357;7258;20517;49000;88000;49;17;"Public";"4 Year";10070;7422;17492;20904;30974;23014;22090
"Glendale Community College (Ariz.)";"Arizona";10925;312;908;1327;6690;59;9352;443;1139;276;9739;20506;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"St. John's University (N.Y.)";"New York";11611;42;3051;2691;2690;54;8597;642;1339;1339;9170;20445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"City University of New York La Guardia Community College";"New York";11555;70;3438;3686;9050;72;2291;195;0;1429;16511;20231;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Harrisburg Area Community College";"Pennsylvania";12670;67;622;2154;2011;43;13937;528;490;378;5425;20230;NA;NA;NA;NA;"Public";"2 Year";NA;6683;6683;9135;9135;NA;22444
"Rio Salado College";"Arizona";12497;355;658;1532;3461;40;10709;273;3056;131;6319;20215;NA;NA;NA;NA;"Public";"2 Year";7584;1898;9482;6222;13806;NA;15590
"California Polytechnic State University at San Luis Obispo";"California";9298;32;2344;142;3050;40;11827;1385;986;380;6993;20186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Western Kentucky University";"Kentucky";11710;46;210;1938;515;18;15314;444;252;1434;3171;20171;45500;83100;49;10;"Public";"4 Year";8343;10602;18945;26496;34839;21840;23495
"Mississippi State University";"Mississippi";9786;104;263;3871;457;17;14209;273;164;780;4985;20138;51100;94100;57;27;"Public";"4 Year";10090;8760;18850;23360;33450;24957;24957
"Diablo Valley College";"California";10285;38;3107;1127;4626;90;7726;1532;263;1580;10520;20089;NA;NA;NA;NA;"Public";"2 Year";NA;1390;1390;9160;9160;NA;21260
"Montclair State University";"New Jersey";12654;13;1015;1946;4447;38;9632;637;1742;552;8096;20022;NA;NA;NA;NA;"Public";"4 Year";15564;12790;28354;20578;36142;31704;32684
"Saddleback College";"California";10816;51;1821;448;5024;60;10790;1015;360;438;8419;20007;NA;NA;NA;NA;"Public";"2 Year";NA;1418;1418;10058;10058;NA;21534
"Central Piedmont Community College";"North Carolina";11165;93;627;6286;2099;31;8454;593;735;1039;9729;19957;NA;NA;NA;NA;"Public";"2 Year";NA;2792;2792;8936;8936;NA;19780
"University of Nevada at Reno";"Nevada";10489;143;1342;676;3283;88;12414;1141;209;638;6673;19934;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Northeastern University";"Massachusetts";9764;10;1753;624;1103;7;8828;597;1413;5463;4094;19798;62500;109700;46;40;"Private";"4 Year";16880;51387;68267;51387;68267;70592;71202
"Sam Houston State University";"Texas";11863;88;275;3500;3611;31;10714;556;419;379;8061;19573;NA;NA;NA;NA;"Public";"4 Year";9386;10183;19569;22633;32019;22478;22548
"Chaffey College";"California";11306;41;1097;1692;11880;63;3477;637;492;178;15410;19557;NA;NA;NA;NA;"Public";"2 Year";NA;1414;1414;9454;9454;NA;21116
"University of Hawaii-Manoa";"Hawaii";10981;40;6911;241;1625;806;4125;4439;72;1248;14062;19507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Johnson County Community College";"Kansas";10219;122;786;1266;1394;34;13575;596;1051;605;4198;19429;NA;NA;NA;NA;"Public";"2 Year";NA;2790;2790;6600;6600;NA;23590
"Richland College";"Texas";10611;63;2797;3997;5874;16;5337;251;874;134;12998;19343;NA;NA;NA;NA;"Public";"2 Year";NA;1770;1770;5220;5220;NA;18416
"City University of New York Queens College";"New York";11314;51;4590;1519;5076;123;6846;155;0;950;11514;19310;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Full Sail University";"Florida";5467;150;270;4613;981;62;8323;2019;2183;684;8095;19285;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39959
"Vincennes University";"Indiana";8709;49;201;2048;947;31;14368;336;1191;34;3612;19205;NA;NA;NA;NA;"Public";"2 Year";9990;5902;15892;13959;23949;20202;20202
"Community College of Philadelphia";"Pennsylvania";11956;71;995;8525;2071;31;4078;518;746;2084;12211;19119;NA;NA;NA;NA;"Public";"2 Year";NA;5448;5448;14712;14712;NA;22529
"Keiser University at Ft. Lauderdale";"Florida";13260;34;368;4261;5868;15;7356;779;345;84;11325;19110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Sinclair Community College";"Ohio";10855;94;245;2821;521;32;12342;477;2258;303;4190;19093;NA;NA;NA;NA;"Public";"2 Year";NA;3650;3650;9140;9140;NA;13579
"Troy University";"Alabama";11948;143;140;6840;666;19;9265;486;830;652;8294;19041;44500;81500;60;8;"Public";"4 Year";8185;12460;20645;22875;31060;20147;21528
"Southwestern College (Calif.)";"California";10136;321;2225;1069;9705;217;5138;0;267;58;13537;19000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"California State University at San Bernardino";"California";11685;34;1089;1247;10400;40;3236;486;1059;1361;13296;18952;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Blinn College";"Texas";9790;75;425;1694;3667;19;11987;534;272;177;6414;18850;NA;NA;NA;NA;"Public";"2 Year";8103;3540;11643;10050;18153;20058;22297
"Front Range Community College";"Colorado";10769;137;618;324;2622;37;13228;657;811;327;4395;18761;NA;NA;NA;NA;"Public";"2 Year";NA;3986;3986;15074;15074;NA;22823
"Los Angeles City College";"California";10520;44;2443;1910;9664;26;3339;418;487;425;14505;18756;NA;NA;NA;NA;"Public";"2 Year";NA;1402;1402;8932;8932;NA;21164
"University of Alabama at Birmingham";"Alabama";11288;46;931;3943;496;14;11840;563;200;665;5993;18698;48600;87200;57;17;"Public";"4 Year";6400;10710;17110;24630;31030;26336;26336
"Bakersfield College";"California";10486;73;689;748;12269;19;4158;591;103;48;14389;18698;NA;NA;NA;NA;"Public";"2 Year";NA;1418;1418;7838;7838;NA;20578
"Chamberlain College of Nursing at Addison (Ill.)";"Illinois";16988;41;974;2236;1344;80;8880;126;4887;97;4801;18665;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University of North Carolina at Greensboro";"North Carolina";12343;72;772;4558;1128;21;10370;674;409;643;7225;18647;NA;NA;NA;NA;"Public";"4 Year";9038;7319;16357;22478;31516;21297;20241
"Los Angeles Valley College";"California";10542;29;1431;994;9401;27;5485;393;776;105;12275;18641;NA;NA;NA;NA;"Public";"2 Year";NA;1404;1404;8934;8934;NA;21164
"Miami University (Ohio)";"Ohio";10003;35;358;608;609;4;14546;575;216;1669;2189;18620;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"San Joaquin Delta College";"California";10521;80;3178;1814;8026;90;4253;982;119;30;14170;18572;NA;NA;NA;NA;"Public";"2 Year";NA;1380;1380;9480;9480;NA;21232
"Sierra College";"California";10018;105;869;499;4791;59;10905;979;168;190;7302;18565;NA;NA;NA;NA;"Public";"2 Year";11063;1430;12493;9010;20073;13864;20233
"Riverside Community College District";"California";10370;50;1100;1576;10649;67;3937;745;142;281;14187;18547;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Seminole State College of Florida";"Florida";10295;42;539;3043;4208;51;9458;554;178;326;8437;18399;NA;NA;NA;NA;"Public";"2 Year";NA;3131;3131;11456;11456;NA;14199
"Metropolitan Community College Longview (Mo.)";"Missouri";10396;66;492;2854;1681;56;11701;1135;94;143;6284;18222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"City University of New York Bernard M. Baruch College";"New York";8950;28;5456;1689;3210;58;5176;242;0;2231;10683;18090;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Grossmont College";"California";10063;51;1466;1215;5850;87;7475;1195;178;523;9864;18040;NA;NA;NA;NA;"Public";"2 Year";NA;1418;1418;9158;9158;NA;18386
"Appalachian State University";"North Carolina";9974;44;267;584;702;11;15447;441;314;216;2049;18026;NA;NA;NA;NA;"Public";"4 Year";8304;7214;15518;22021;30325;19194;20427
"Southern Illinois University at Carbondale";"Illinois";8318;46;328;3115;1199;18;10967;474;21;1821;5180;17989;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Santa Barbara City College";"California";9525;64;888;635;5878;26;7391;841;734;1470;8332;17927;NA;NA;NA;NA;"Public";"2 Year";NA;1496;1496;10046;10046;NA;18004
"University of California at Santa Cruz";"California";9301;30;3436;339;5327;29;6404;1276;380;645;10437;17866;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tulsa Community College";"Oklahoma";10736;1371;705;1569;1212;16;10641;1421;620;306;6294;17861;NA;NA;NA;NA;"Public";"2 Year";NA;4187;4187;10727;10727;NA;19613
"City University of New York Kingsborough Community College";"New York";9642;35;2433;5135;3748;24;5690;226;0;467;11601;17758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Indian River State College";"Florida";10652;50;277;2935;3218;34;10010;342;584;215;6856;17665;NA;NA;NA;NA;"Public";"2 Year";NA;3115;3115;11715;11715;NA;10484
"National University";"California";10680;101;1631;1855;4345;247;7293;729;892;515;8908;17608;NA;NA;NA;NA;"Private";"4 Year";NA;16710;16710;16710;16710;NA;31048
"Modesto Junior College";"California";10162;104;1076;595;7820;195;6813;455;506;14;10245;17578;NA;NA;NA;NA;"Public";"2 Year";NA;1416;1416;9156;9156;NA;21038
"Community College of Rhode Island";"Rhode Island";10371;98;541;1667;3375;8;10385;748;714;17;6437;17553;NA;NA;NA;NA;"Public";"2 Year";NA;4564;4564;12156;12156;NA;19970
"City University of New York Brooklyn College";"New York";10486;37;2732;4204;3156;41;6308;212;0;700;10382;17390;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"City University of New York, New York City College of Technology";"New York";7656;67;3332;5344;5473;104;2113;166;0;775;14486;17374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"California State University at Chico";"California";9180;100;971;350;4320;25;8465;843;1394;819;6609;17287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University at Albany, SUNY";"New York";8895;32;1234;2140;2024;20;9201;416;658;1548;5866;17273;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University of Louisiana at Lafayette";"Louisiana";9601;80;373;3377;547;15;11666;277;187;673;4669;17195;48200;92500;52;19;"Public";"4 Year";8516;10616;19132;24344;32860;25922;26165
"University of Massachusetts at Lowell";"Massachusetts";6831;22;1397;943;1346;7;10798;351;1084;1231;4066;17179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Community College of Allegheny County";"Pennsylvania";9915;62;428;3026;226;20;10205;256;2923;7;4018;17153;NA;NA;NA;NA;"Public";"2 Year";NA;4194;4194;10920;10920;NA;21021
